invoice_line_no,date,store,name,city,zipcode,county,category,category_name,vendor_name,itemno,im_desc,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,sale_bottles,sale_dollars,sale_liters
INV-200939,07/19/2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,7,262.43,5.25
INV-200940,04/28/2026,2633,  Hometown Foods,CEDAR RAPIDS,52402.0,LINN,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,2,13.50,2.00
INV-200941,2026-04-02,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-200942,2026-06-14,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,4,$48.40,1.50
INV-200943,02/21/2026,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,1,$14.63,1.75
INV-200944,06/08/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,5,$60.50,1.88
INV-200945,02/24/2026,2633,Hometown Foods,Cedar Rapids,52402,LINN,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,6,$161.94,4.50
INV-200946,05/01/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,1,13.49 ,1.75
INV-200947,2026-07-22,4829,Casey's General Store #2879,ANKENY,50021,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-200948,2026-02-23,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-200949,2026-04-27,4829,Casey's General Store #2879,ANKENY,50021,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,6,80.94,10.50
INV-200950,07/23/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75 ,14.63 ,1,14.63 ,1.75
INV-200951,07/18/2026,5102,CORNER TAP & BOTTLE,AMES,50010.0,STORY,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,5,134.95,3.75
INV-200952,05/23/2026,2648,  Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,12,225.00,9.00
INV-200953,05/29/2026,5102,  Corner Tap & Bottle,AMES,50010,,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,1,12.10,0.38
INV-200954,07/26/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,10,$134.90,17.50
INV-200955,02/12/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,3,112.47,2.25
INV-200956,2026-06-01,3385,  Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,1,18.75 ,0.75
INV-200957,02/16/2026,2648,Wilkie Liquors,IOWA CITY,52240.0,JOHNSON,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,5,73.15,8.75
INV-200958,02/25/2026,4829,Casey's General Store #2879 ,ANKENY,50021,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,11,412.39,8.25
INV-200959,2026-03-13,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,3,80.97,2.25
INV-200960,2026-03-18,5102,Corner Tap & Bottle,AMES,50010,STORY,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,11,74.25,11.00
INV-200961,2026-04-27,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-200962,26-Mar-2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313.0,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,3,20.25,3.00
INV-200963,2026-06-11,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-200964,07-Feb-2026,2501,Hy-Vee #3 / BDI / Des Moines ,DES MOINES,50313,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,2,74.98,1.50
INV-200965,2026-07-09,2648,  Wilkie Liquors,IOWA CITY,52240,JOHNSON,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,3,80.97,2.25
INV-200966,30-Mar-2026,2633,Hometown Foods,CEDAR RAPIDS,52402.0,LINN,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,3,43.89,5.25
INV-200967,03/11/2026,4829,  Casey's General Store #2879,ANKENY,50021,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,3,$43.89,5.25
INV-200968,06/20/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75 ,14.63 ,2,29.26 ,3.50
INV-200968,06/20/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75 ,14.63 ,2,29.26 ,3.50
INV-200969,2026-02-25,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,2,26.98,3.50
INV-200970,26-Mar-2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,$4.50,$6.75,5,$33.75,5.00
INV-200971,2026-03-22,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,2,13.50,2.00
INV-200972,19-Feb-2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-200973,2026-04-01,5102,  Corner Tap & Bottle,AMES,50010,STORY,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,4,$48.40,1.50
INV-200974,2026-05-25,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,2,$29.26,3.50
INV-200975,02/20/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,2,53.98,1.50
INV-200976,2026-05-27,2501,HY-VEE #3 / BDI / DES MOINES,DES MOINES,50313,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-200977,04-Feb-2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,2,26.98,3.50
INV-200978,2026-03-18,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,3,56.25 ,2.25
INV-200979,07/03/2026,2501,HY-VEE #3 / BDI / DES MOINES,DES MOINES,50313.0,POLK,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,4,48.40,1.50
INV-200980,16-Feb-2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,3,80.97,2.25
INV-200981,2026-04-15,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,4,27.00,4.00
INV-200982,18-Jul-2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,21,283.29,36.75
INV-200983,2026-05-02,3385,SAM'S CLUB 8162,Davenport,52807,SCOTT,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,10,121.00 ,3.75
INV-200984,2026-03-17,5102,Corner Tap & Bottle,AMES,50010,STORY,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75 ,14.63 ,36,526.68 ,63.00
INV-200985,05-Jul-2026,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-200986,2026-03-15,5102,Corner Tap & Bottle,AMES,50010,,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,5,134.95,3.75
INV-200987,2026-05-29,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,5,73.15,8.75
INV-200988,2026-07-08,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,2,24.76 ,1.50
INV-200989,13-Jun-2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-200990,10-Jul-2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,10,187.50 ,7.50
INV-200991,2026-02-16,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,29,1087.21,21.75
INV-200992,2026-06-09,4829,  Casey's General Store #2879,ANKENY,50021.0,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,,37.49,1,37.49,0.75
INV-200993,13-Mar-2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,8,107.92 ,14.00
INV-200994,2026-02-19,5102,CORNER TAP & BOTTLE,AMES,50010,STORY,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-200995,2026-02-15,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,10,187.50,7.50
INV-200996,2026-03-29,2648,  Wilkie Liquors,IOWA CITY,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,5,67.45 ,8.75
INV-200997,2026-02-19,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,4,58.52,7.00
INV-200998,2026-06-26,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,1,18.75 ,0.75
INV-200999,2026-07-06,5102,Corner Tap & Bottle,AMES,50010,STORY,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,8,96.80,3.00
INV-201000,07/14/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310.0,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,$4.50,$6.75,14,$94.50,14.00
INV-201001,2026-03-20,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,10,123.80,7.50
INV-201002,04/07/2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,5,187.45,3.75
INV-201003,28-Jun-2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,19,512.81,14.25
INV-201004,2026-06-04,3385,Sam's Club 8162,Davenport,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,1,18.75 ,0.75
INV-201005,2026-02-01,2648,Wilkie Liquors,Iowa City,52240,JOHNSON,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,1,12.10,0.38
INV-201006,2026-06-23,2501,Hy-Vee #3 / BDI / Des Moines ,DES MOINES,50313,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-201007,2026-03-29,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,1,12.10 ,0.38
INV-201008,2026-07-15,2190,Central City Liquor INC,Des Moines,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,2,$74.98,1.50
INV-201009,05/11/2026,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-201010,2026-02-07,5102,Corner Tap & Bottle,AMES,50010.0,STORY,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,3,37.14,2.25
INV-201011,04/21/2026,2633,  Hometown Foods,CEDAR RAPIDS,52402,LINN,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,3,$40.47,5.25
INV-201012,05/11/2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,7,86.66 ,5.25
INV-201013,02/20/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,-3,$-37.14,-2.25
INV-201014,2026-04-15,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99 ,26.99 ,3,80.97 ,2.25
INV-201015,05/13/2026,3385,SAM'S CLUB 8162,DAVENPORT,52807.0,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75 ,14.63 ,8,117.04 ,14.00
INV-201016,2026-03-13,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,2,24.76,1.50
INV-201017,06/16/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,4,75.00,3.00
INV-201018,2026-06-24,2501,Hy-Vee #3 / BDI / Des Moines ,DES MOINES,50313.0,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,2,74.98,1.50
INV-201019,2026-05-14,2648,Wilkie Liquors,Iowa City,52240,JOHNSON,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-201020,2026-06-02,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-201021,2026-04-26,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,2,53.98,1.50
INV-201022,11-Mar-2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50 ,6.75 ,1,6.75 ,1.00
INV-201023,12-Feb-2026,2633,  Hometown Foods,CEDAR RAPIDS,52402,LINN,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,4,53.96,7.00
INV-201024,2026-05-23,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,6,74.28,4.50
INV-201025,02/13/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-201026,06/09/2026,2501,  Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,3,40.47,5.25
INV-201027,2026-07-01,2648,WILKIE LIQUORS,IOWA CITY,52240,JOHNSON,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,4,$58.52,7.00
INV-201028,2026-06-24,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,10,146.30,17.50
INV-201029,03/22/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,4,53.96,7.00
INV-201030,28-Jul-2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,N/A,6.75,3,20.25,3.00
INV-201031,04/15/2026,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,3,56.25,2.25
INV-201032,21-Jul-2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,3,56.25,2.25
INV-201033,2026-03-27,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50 ,6.75 ,4,27.00 ,4.00
INV-201034,03/21/2026,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-201035,06/15/2026,4829,Casey's General Store #2879 ,ANKENY,50021,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,4,$48.40,1.50
INV-201036,05-Apr-2026,2633,  Hometown Foods,CEDAR RAPIDS,52402,LINN,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,3,$43.89,5.25
INV-201037,02/20/2026,5102,Corner Tap & Bottle,AMES,50010.0,STORY,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-201038,29-Mar-2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,3,40.47 ,5.25
INV-201039,2026-02-06,5102,Corner Tap & Bottle,AMES,50010,STORY,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,2,13.50,2.00
INV-201040,2026-06-03,2633,Hometown Foods,CEDAR RAPIDS,52402.0,LINN,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,8,150.00 ,6.00
INV-201041,10-May-2026,5102,Corner Tap & Bottle ,AMES,50010,STORY,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-201042,2026-02-20,5102,CORNER TAP & BOTTLE,AMES,50010.0,STORY,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,$4.50,$6.75,3,$20.25,3.00
INV-201043,05/20/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-201044,2026-05-15,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,9,108.90 ,3.38
INV-201045,2026-05-22,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,1,$37.49,0.75
INV-201046,04/28/2026,2648,WILKIE LIQUORS,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-201047,2026-02-06,5102,Corner Tap & Bottle,AMES,50010,,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,4,58.52,7.00
INV-201048,2026-03-14,2501,  Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313.0,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-201049,06/06/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75 ,14.63 ,3,43.89 ,5.25
INV-201050,06/21/2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75 ,14.63 ,1,14.63 ,1.75
INV-201051,07/12/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,2,74.98,1.50
INV-201052,07/12/2026,2190,"CENTRAL CITY LIQUOR, INC.",Des Moines,50310,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,2,24.76,1.50
INV-201053,2026-07-08,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,$12.50,$18.75,10,$187.50,7.50
INV-201054,02/12/2026,5102,CORNER TAP & BOTTLE,AMES,50010,STORY,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,2,26.98,3.50
INV-201055,2026-05-01,5102,Corner Tap & Bottle ,AMES,50010,STORY,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,4,149.96,3.00
INV-201056,2026-05-26,4829,Casey's General Store #2879,ANKENY,50021,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,2,$74.98,1.50
INV-201057,2026-07-04,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,7,84.70,2.62
INV-201058,2026-03-16,2648,Wilkie Liquors ,IOWA CITY,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,2,$26.98,3.50
INV-201059,24-Apr-2026,2501,HY-VEE #3 / BDI / DES MOINES,DES MOINES,50313,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-201060,05/01/2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-201061,19-Jul-2026,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-201062,2026-07-02,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99 ,37.49 ,4,149.96 ,3.00
INV-201063,2026-06-30,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,5,93.75 ,3.75
INV-201064,2026-03-31,2501,HY-VEE #3 / BDI / DES MOINES,DES MOINES,50313,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,2,29.26,3.50
INV-201065,2026-06-25,5102,Corner Tap & Bottle,AMES,50010,STORY,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,13,$160.94,9.75
INV-201066,2026-02-13,2633,  Hometown Foods,CEDAR RAPIDS,52402,LINN,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,10,123.80 ,7.50
